SYear,Species,Age,biomass,numAge,Common_name,Func_group,Func_ID,towtime,BioPerTrawl
2011,801,2,13.803,25,Yellow Perch,General invertivore,3,245,0.05633877551020409
2011,801,3,5.965,11,Yellow Perch,General invertivore,3,245,0.024346938775510203
2011,801,4,1.23,2,Yellow Perch,General invertivore,3,245,0.005020408163265306
2011,803,2,11.143,76,Walleye,Piscivore,4,245,0.045481632653061224
2011,803,3,9.354,25,Walleye,Piscivore,4,245,0.03817959183673469
2011,803,4,13.147,14,Walleye,Piscivore,4,245,0.05366122448979592
2012,801,2,10.43,116,Yellow Perch,General invertivore,3,230,0.04534782608695652
2012,801,3,9.19,54,Yellow Perch,General invertivore,3,230,0.03995652173913043
2012,801,4,2.77,7,Yellow Perch,General invertivore,3,230,0.012043478260869565
2012,803,2,7.14,39,Walleye,Piscivore,4,230,0.031043478260869565
2012,803,3,22.12,52,Walleye,Piscivore,4,230,0.09617391304347826
2012,803,4,30.63,25,Walleye,Piscivore,4,230,0.13317391304347825
2013,801,2,6.063,143,Yellow Perch,General invertivore,3,225,0.026946666666666664
2013,801,3,4.5280000000000005,32,Yellow Perch,General invertivore,3,225,0.020124444444444445
2013,801,4,3.546,16,Yellow Perch,General invertivore,3,225,0.01576
2013,803,2,3.526,27,Walleye,Piscivore,4,225,0.01567111111111111
2013,803,3,11.36,30,Walleye,Piscivore,4,225,0.05048888888888889
2013,803,4,26.646,37,Walleye,Piscivore,4,225,0.11842666666666667
2014,801,2,7.893,173,Yellow Perch,General invertivore,3,225,0.03508
2014,801,3,3.489,28,Yellow Perch,General invertivore,3,225,0.015506666666666667
2014,801,4,1.323,5,Yellow Perch,General invertivore,3,225,0.00588
2014,803,2,16.73,120,Walleye,Piscivore,4,225,0.07435555555555556
2014,803,3,8.874,26,Walleye,Piscivore,4,225,0.03944
2014,803,4,30.233999999999998,41,Walleye,Piscivore,4,225,0.13437333333333332
2015,801,2,7.336,187,Yellow Perch,General invertivore,3,235,0.031217021276595747
2015,801,3,4.039,40,Yellow Perch,General invertivore,3,235,0.01718723404255319
2015,801,4,3.217,13,Yellow Perch,General invertivore,3,235,0.01368936170212766
2015,803,2,2.968,22,Walleye,Piscivore,4,235,0.012629787234042553
2015,803,3,5.973,17,Walleye,Piscivore,4,235,0.025417021276595744
2015,803,4,7.458,11,Walleye,Piscivore,4,235,0.03173617021276596
2016,801,2,5.439,207,Yellow Perch,General invertivore,3,225,0.024173333333333335
2016,801,3,3.127,37,Yellow Perch,General invertivore,3,225,0.013897777777777776
2016,801,4,0.774,3,Yellow Perch,General invertivore,3,225,0.00344
2016,803,2,5.22,41,Walleye,Piscivore,4,225,0.0232
2016,803,3,3.344,7,Walleye,Piscivore,4,225,0.014862222222222221
2016,803,4,13.776,16,Walleye,Piscivore,4,225,0.061226666666666665
2017,801,2,13.47,323,Yellow Perch,General invertivore,3,249,0.054096385542168675
2017,801,3,22.62,187,Yellow Perch,General invertivore,3,249,0.0908433734939759
2017,801,4,9,45,Yellow Perch,General invertivore,3,249,0.03614457831325301
2017,803,2,10.57,64,Walleye,Piscivore,4,249,0.04244979919678715
2017,803,3,9.59,26,Walleye,Piscivore,4,249,0.0385140562248996
2017,803,4,27.12,27,Walleye,Piscivore,4,249,0.10891566265060242
2018,801,2,3.8,96,Yellow Perch,General invertivore,3,230,0.01652173913043478
2018,801,3,4.11,37,Yellow Perch,General invertivore,3,230,0.017869565217391307
2018,801,4,8.58,42,Yellow Perch,General invertivore,3,230,0.03730434782608696
2018,803,2,8.31,51,Walleye,Piscivore,4,230,0.036130434782608696
2018,803,3,11.64,27,Walleye,Piscivore,4,230,0.050608695652173914
2018,803,4,9.26,11,Walleye,Piscivore,4,230,0.04026086956521739
2019,203,2,0.32999999999999996,2,Lake Whitefish,Benthic invertivore,1,225,0.0014666666666666665
2019,801,2,8.63,251,Yellow Perch,General invertivore,3,225,0.03835555555555556
2019,801,3,6.53,49,Yellow Perch,General invertivore,3,225,0.029022222222222224
2019,801,4,13.5,48,Yellow Perch,General invertivore,3,225,0.06
2019,803,2,7.03,57,Walleye,Piscivore,4,225,0.031244444444444446
2019,803,3,10.65,28,Walleye,Piscivore,4,225,0.04733333333333334
2019,803,4,19,27,Walleye,Piscivore,4,225,0.08444444444444445
2020,801,2,1.76,110,Yellow Perch,General invertivore,3,75,0.023466666666666667
2020,801,3,0.5800000000000001,11,Yellow Perch,General invertivore,3,75,0.007733333333333334
2020,801,4,0.518,3,Yellow Perch,General invertivore,3,75,0.006906666666666667
2020,803,2,4.99,29,Walleye,Piscivore,4,75,0.06653333333333333
2020,803,3,3.54,7,Walleye,Piscivore,4,75,0.0472
2020,803,4,5.24,5,Walleye,Piscivore,4,75,0.06986666666666667
1986,801,2,27.698478639744952,380,Yellow Perch,General invertivore,3,475,0.05831258660998937
1986,801,3,21.537093012738854,298,Yellow Perch,General invertivore,3,475,0.04534124844787127
1986,801,4,67.64462717113506,688,Yellow Perch,General invertivore,3,475,0.1424097414129159
1987,801,2,24.564177109458022,337,Yellow Perch,General invertivore,3,744.8,0.03298090374524439
1987,801,3,19.874834156050955,275,Yellow Perch,General invertivore,3,744.8,0.026684793442603324
1987,801,4,57.0259938361313,580,Yellow Perch,General invertivore,3,744.8,0.07656551266934923
1988,801,2,27.91715083953241,383,Yellow Perch,General invertivore,3,665.5,0.041949137249485215
1988,801,3,16.478044318471337,228,Yellow Perch,General invertivore,3,665.5,0.024760397172759335
1988,801,4,53.289808033074415,542,Yellow Perch,General invertivore,3,665.5,0.08007484302490521
1989,801,2,16.108852051009563,221,Yellow Perch,General invertivore,3,150,0.10739234700673042
1989,801,3,12.503077487261148,173,Yellow Perch,General invertivore,3,150,0.08335384991507432
1989,801,4,39.524912969180654,402,Yellow Perch,General invertivore,3,150,0.26349941979453767
1989,803,2,0.21681683554169914,1,Walleye,Piscivore,4,150,0.0014454455702779944
1989,803,4,1.1223613666228647,1,Walleye,Piscivore,4,150,0.007482409110819098
1990,801,2,22.596127311370882,310,Yellow Perch,General invertivore,3,157.5,0.143467474992831
1990,801,3,10.118097388535032,140,Yellow Perch,General invertivore,3,157.5,0.06424188818117481
1990,801,4,41.58964722876472,423,Yellow Perch,General invertivore,3,157.5,0.2640612522461252
1991,801,2,10.64204705632306,146,Yellow Perch,General invertivore,3,148.5,0.07166361654089602
1991,801,3,13.659431474522293,189,Yellow Perch,General invertivore,3,148.5,0.09198270353213665
1991,801,4,41.58964722876472,423,Yellow Perch,General invertivore,3,148.5,0.28006496450346613
1991,803,2,0.6504505066250974,3,Walleye,Piscivore,4,148.5,0.0043801380917514975
1991,803,3,2.9725395348837207,6,Walleye,Piscivore,4,148.5,0.02001710124500822
1991,803,4,5.611806833114324,5,Walleye,Piscivore,4,148.5,0.03778994500413686
1992,801,2,19.89917018065887,273,Yellow Perch,General invertivore,3,370,0.05378154102880776
1992,801,3,6.070858433121019,84,Yellow Perch,General invertivore,3,370,0.016407725494921675
1992,801,4,17.599401545978452,179,Yellow Perch,General invertivore,3,370,0.047565950124266086
1993,132,2,0.1390771942446043,3,White Perch,Benthic invertivore,1,419.5,3.315308563637766e-4
1993,801,2,2.259612731137088,31,Yellow Perch,General invertivore,3,419.5,0.00538644274406934
1993,801,3,10.40718588535032,144,Yellow Perch,General invertivore,3,419.5,0.024808547998451298
1993,801,4,16.12459136056126,164,Yellow Perch,General invertivore,3,419.5,0.038437643290968444
1994,801,2,0.5831258660998937,8,Yellow Perch,General invertivore,3,346,0.0016853348731210801
1994,801,3,2.16816372611465,30,Yellow Perch,General invertivore,3,346,0.0062663691506203755
1994,801,4,15.338025928338762,156,Yellow Perch,General invertivore,3,346,0.04432955470618139
1997,801,2,7.653526992561105,105,Yellow Perch,General invertivore,3,348.3,0.021973950595926224
1997,801,3,9.10628764968153,126,Yellow Perch,General invertivore,3,348.3,0.026144954492338588
1997,801,4,2.6546583337509397,27,Yellow Perch,General invertivore,3,348.3,0.007621758064171518
1997,803,3,0.49542325581395347,1,Walleye,Piscivore,4,348.3,0.0014224038352396021
1997,803,4,1.1223613666228647,1,Walleye,Piscivore,4,348.3,0.0032223984112054686
1998,801,2,0.3644536663124336,5,Yellow Perch,General invertivore,3,245,0.0014875659849487085
1998,801,4,0.09832067902781258,1,Yellow Perch,General invertivore,3,245,4.013088939910718e-4
1998,803,2,0.21681683554169914,1,Walleye,Piscivore,4,245,8.849666756804047e-4
1999,801,2,9.54868605738576,131,Yellow Perch,General invertivore,3,172,0.05551561661270791
1999,801,3,7.37175666878981,102,Yellow Perch,General invertivore,3,172,0.04285905039994076
1999,801,4,2.752979012778752,28,Yellow Perch,General invertivore,3,172,0.01600569193476019
1999,803,2,0.8672673421667966,4,Walleye,Piscivore,4,172,0.00504225198934184
2010,801,2,0.07289073326248671,1,Yellow Perch,General invertivore,3,200,3.6445366631243355e-4
2016,801,2,0.07289073326248671,1,Yellow Perch,General invertivore,3,225,3.2395881449994097e-4
1971,801,5,0.18,1,Yellow Perch,General invertivore,3,210,8.571428571428571e-4
1972,119,5,0.05,1,Channel Catfish,Omnivore,5,404,1.2376237623762376e-4
1972,801,5,0.05,1,Yellow Perch,General invertivore,3,404,1.2376237623762376e-4
1973,119,5,0.1,2,Channel Catfish,Omnivore,5,170,5.882352941176471e-4
1973,801,5,1.4400000000000002,28,Yellow Perch,General invertivore,3,170,0.008470588235294119
1976,801,5,0.023,2,Yellow Perch,General invertivore,3,220,1.0454545454545455e-4
1977,801,5,0.037,3,Yellow Perch,General invertivore,3,310,1.1935483870967742e-4
1981,803,5,0.1,1,Walleye,Piscivore,4,126,7.936507936507937e-4
1982,803,5,0.92,11,Walleye,Piscivore,4,280,0.003285714285714286
1983,803,5,0.19,2,Walleye,Piscivore,4,337,5.637982195845697e-4
1984,801,5,0.06,6,Yellow Perch,General invertivore,3,228,2.631578947368421e-4
1985,803,5,0.017,1,Walleye,Piscivore,4,138,1.2318840579710145e-4
1986,803,5,1.94,17,Walleye,Piscivore,4,475,0.004084210526315789
1987,803,5,2.63,34,Walleye,Piscivore,4,744.8,0.003531149301825994
1988,803,5,3.15,34,Walleye,Piscivore,4,665.5,0.0047332832456799395
1991,132,5,0.03804,1,White Perch,Benthic invertivore,1,148.5,2.5616161616161617e-4
1991,801,5,0.22397,2,Yellow Perch,General invertivore,3,148.5,0.0015082154882154883
1992,801,5,1.0104,23,Yellow Perch,General invertivore,3,370,0.0027308108108108106
2001,119,5,0.98,1,Channel Catfish,Omnivore,5,249,0.00393574297188755
2001,405,5,1.5899999999999999,2,White Sucker,Benthic invertivore,1,249,0.0063855421686746985
2001,801,5,1,6,Yellow Perch,General invertivore,3,249,0.004016064257028112
2003,801,5,0.38,1,Yellow Perch,General invertivore,3,265,0.0014339622641509435
2003,803,5,0.7,2,Walleye,Piscivore,4,265,0.002641509433962264
2005,134,5,60.72,69,Freshwater Drum,Benthic invertivore,1,259,0.23444015444015442
2006,119,5,1.61,1,Channel Catfish,Omnivore,5,237,0.00679324894514768
2006,801,5,0.45737000000000005,2,Yellow Perch,General invertivore,3,237,0.0019298312236286923
2007,134,5,10.61,17,Freshwater Drum,Benthic invertivore,1,266,0.03988721804511278
2008,801,5,0.77,1,Yellow Perch,General invertivore,3,314,0.0024522292993630576
2008,803,5,0.07,1,Walleye,Piscivore,4,314,2.229299363057325e-4
2013,801,5,0.01,1,Yellow Perch,General invertivore,3,225,4.4444444444444447e-5
2014,801,5,0.076,2,Yellow Perch,General invertivore,3,225,3.3777777777777777e-4
2014,803,5,0.348,2,Walleye,Piscivore,4,225,0.0015466666666666665
2015,801,5,0.211,5,Yellow Perch,General invertivore,3,235,8.978723404255319e-4
2017,801,5,0.06,1,Yellow Perch,General invertivore,3,249,2.4096385542168674e-4
2018,801,5,0.29,1,Yellow Perch,General invertivore,3,230,0.0012608695652173913
2020,801,5,0.34,16,Yellow Perch,General invertivore,3,75,0.004533333333333334
2021,801,5,59.32,602,Yellow Perch,General invertivore,3,225,0.26364444444444446
2021,803,5,43.54,131,Walleye,Piscivore,4,225,0.1935111111111111
1986,801,2,30.87628088760284,380,Yellow Perch,General invertivore,3,475,0.06500269660547967
1986,801,3,24.213504485541172,298,Yellow Perch,General invertivore,3,475,0.050975798916928786
1986,801,4,55.90231908071251,688,Yellow Perch,General invertivore,3,475,0.11768909280150001
1986,801,5,0.40626685378424787,5,Yellow Perch,General invertivore,3,475,8.55298639545785e-4
1986,803,5,1.9346718337825652,4,Walleye,Piscivore,4,475,0.004072993334279085
1987,801,2,27.382385945058306,337,Yellow Perch,General invertivore,3,744.8,0.03676475019476142
1987,801,3,22.344676958133633,275,Yellow Perch,General invertivore,3,744.8,0.030000908912639145
1987,801,4,47.12695503897275,580,Yellow Perch,General invertivore,3,744.8,0.06327464425211164
1987,801,5,0.16250674151369915,2,Yellow Perch,General invertivore,3,744.8,2.181884284555574e-4
1988,801,2,31.120040999873385,383,Yellow Perch,General invertivore,3,665.5,0.04676189481573762
1988,801,3,18.525768532561703,228,Yellow Perch,General invertivore,3,665.5,0.02783736819318062
1988,801,4,44.03932695021247,542,Yellow Perch,General invertivore,3,665.5,0.06617479631887674
1988,801,5,0.3250134830273983,4,Yellow Perch,General invertivore,3,665.5,4.883748805821162e-4
1988,803,5,1.9346718337825652,4,Walleye,Piscivore,4,665.5,0.0029070951672164765
1989,801,1,0.16250674151369915,2,Yellow Perch,General invertivore,3,150,0.0010833782767579944
1989,801,2,17.956994937263755,221,Yellow Perch,General invertivore,3,150,0.11971329958175836
1989,801,3,14.056833140934977,173,Yellow Perch,General invertivore,3,150,0.0937122209395665
1989,801,4,32.66385504425353,402,Yellow Perch,General invertivore,3,150,0.21775903362835686
1989,803,2,0.4836679584456413,1,Walleye,Piscivore,4,150,0.0032244530563042754
1989,803,4,0.4836679584456413,1,Walleye,Piscivore,4,150,0.0032244530563042754
1990,801,2,25.18854493462337,310,Yellow Perch,General invertivore,3,157.5,0.15992726942618013
1990,801,3,11.37547190595894,140,Yellow Perch,General invertivore,3,157.5,0.07222521845053295
1990,801,4,34.37017583014737,423,Yellow Perch,General invertivore,3,157.5,0.21822333860411028
1990,801,5,0.24376011227054872,3,Yellow Perch,General invertivore,3,157.5,0.0015476832525114204
1991,801,2,11.862992130500038,146,Yellow Perch,General invertivore,3,148.5,0.07988546889225615
1991,801,3,15.35688707304457,189,Yellow Perch,General invertivore,3,148.5,0.1034133809632631
1991,801,4,34.37017583014737,423,Yellow Perch,General invertivore,3,148.5,0.23144899548920786
1991,803,1,3.8693436675651305,8,Walleye,Piscivore,4,148.5,0.0260561863135699
1991,803,2,1.4510038753369239,3,Walleye,Piscivore,4,148.5,0.009771069867588713
1991,803,3,2.9020077506738478,6,Walleye,Piscivore,4,148.5,0.019542139735177426
1991,803,4,2.4183397922282066,5,Walleye,Piscivore,4,148.5,0.016285116445981188
1992,801,2,22.182170216619934,273,Yellow Perch,General invertivore,3,370,0.059951811396270094
1992,801,3,6.825283143575364,84,Yellow Perch,General invertivore,3,370,0.018446711198852335
1992,801,4,14.544353365476073,179,Yellow Perch,General invertivore,3,370,0.03930906314993533
1993,132,2,0.12374651866007197,3,White Perch,Benthic invertivore,1,419.5,2.949857417403384e-4
1993,801,2,2.518854493462337,31,Yellow Perch,General invertivore,3,419.5,0.006004420723390553
1993,801,3,11.700485388986339,144,Yellow Perch,General invertivore,3,419.5,0.027891502715104502
1993,801,4,13.32555280412333,164,Yellow Perch,General invertivore,3,419.5,0.031765322536646795
1994,801,1,0.40626685378424787,5,Yellow Perch,General invertivore,3,346,0.0011741816583359765
1994,801,2,0.6500269660547966,8,Yellow Perch,General invertivore,3,346,0.0018786906533375624
1994,801,3,2.4376011227054875,30,Yellow Perch,General invertivore,3,346,0.007045089950015859
1994,801,4,12.675525838068534,156,Yellow Perch,General invertivore,3,346,0.03663446774008247
1997,801,2,8.531603929469206,105,Yellow Perch,General invertivore,3,348.3,0.024494986877603233
1997,801,3,10.237924715363047,126,Yellow Perch,General invertivore,3,348.3,0.029393984253123877
1997,801,4,2.1938410104349386,27,Yellow Perch,General invertivore,3,348.3,0.006298710911383688
1997,803,3,0.4836679584456413,1,Walleye,Piscivore,4,348.3,0.001388653340354985
1997,803,4,0.4836679584456413,1,Walleye,Piscivore,4,348.3,0.001388653340354985
1998,801,2,0.40626685378424787,5,Yellow Perch,General invertivore,3,245,0.0016582320562622361
1998,801,4,0.08125337075684957,1,Yellow Perch,General invertivore,3,245,3.3164641125244725e-4
1998,803,1,45.464788093890284,94,Walleye,Piscivore,4,245,0.18557056364853178
1998,803,2,0.4836679584456413,1,Walleye,Piscivore,4,245,0.0019741549324311892
1999,801,1,0.16250674151369915,2,Yellow Perch,General invertivore,3,172,9.448066367075532e-4
1999,801,2,10.644191569147294,131,Yellow Perch,General invertivore,3,172,0.061884834704344735
1999,801,3,8.287843817198656,102,Yellow Perch,General invertivore,3,172,0.04818513847208521
1999,801,4,2.275094381191788,28,Yellow Perch,General invertivore,3,172,0.013227292913905744
1999,803,2,1.9346718337825652,4,Walleye,Piscivore,4,172,0.011248092056875379
2010,801,2,0.08125337075684957,1,Yellow Perch,General invertivore,3,200,4.0626685378424785e-4
2011,801,1,0.08125337075684957,1,Yellow Perch,General invertivore,3,245,3.3164641125244725e-4
2016,801,2,0.08125337075684957,1,Yellow Perch,General invertivore,3,225,3.611260922526648e-4
1991,106,1,0.62,334,Alewife,Planktivore,2,148.5,0.004175084175084175
1991,109,1,0.01,29,Rainbow Smelt,Planktivore,2,148.5,6.734006734006734e-5
1991,801,1,2.48,692,Yellow Perch,General invertivore,3,148.5,0.0167003367003367
1992,106,1,1.03,446,Alewife,Planktivore,2,370,0.0027837837837837837
1992,108,1,0.03,6,Gizzard Shad,Planktivore,2,370,8.108108108108108e-5
1992,109,1,0.22,119,Rainbow Smelt,Planktivore,2,370,5.945945945945946e-4
1992,131,1,0.02,14,Trout-Perch,General invertivore,3,370,5.4054054054054054e-5
1992,132,1,0.64,199,White Perch,Benthic invertivore,1,370,0.0017297297297297297
1992,801,1,0.31,75,Yellow Perch,General invertivore,3,370,8.378378378378379e-4
1993,106,1,1.44,370,Alewife,Planktivore,2,419.5,0.003432657926102503
1993,108,1,0.47000000000000003,55,Gizzard Shad,Planktivore,2,419.5,0.0011203814064362338
1993,109,1,0.12,300,Rainbow Smelt,Planktivore,2,419.5,2.860548271752086e-4
1993,134,1,0.4,50,Freshwater Drum,Benthic invertivore,1,419.5,9.535160905840286e-4
1993,801,1,0.27,28,Yellow Perch,General invertivore,3,419.5,6.436233611442193e-4
1994,106,1,1.21,303,Alewife,Planktivore,2,346,0.0034971098265895954
1994,108,1,0.68,148,Gizzard Shad,Planktivore,2,346,0.001965317919075145
1994,109,1,0.16,255,Rainbow Smelt,Planktivore,2,346,4.6242774566473987e-4
1994,119,1,0.015,2,Channel Catfish,Omnivore,5,346,4.335260115606936e-5
1994,132,1,2.82,455,White Perch,Benthic invertivore,1,346,0.00815028901734104
1994,133,1,0.04,17,White Bass,Piscivore,4,346,1.1560693641618497e-4
1994,134,1,1.74,176,Freshwater Drum,Benthic invertivore,1,346,0.005028901734104046
1994,801,1,0.02,3,Yellow Perch,General invertivore,3,346,5.7803468208092484e-5
1995,106,1,1.368,551,Alewife,Planktivore,2,390.8,0.0035005117707267146
1995,108,1,0.111,16,Gizzard Shad,Planktivore,2,390.8,2.840327533265097e-4
1995,109,1,0.135,192,Rainbow Smelt,Planktivore,2,390.8,3.454452405322416e-4
1995,119,1,0.049,8,Channel Catfish,Omnivore,5,390.8,1.2538382804503582e-4
1995,132,1,2.206,536,White Perch,Benthic invertivore,1,390.8,0.005644831115660184
1995,134,1,1.21,67,Freshwater Drum,Benthic invertivore,1,390.8,0.003096212896622313
1995,203,1,0.09,10,Lake Whitefish,Benthic invertivore,1,390.8,2.3029682702149434e-4
1995,405,1,0.01,1,White Sucker,Benthic invertivore,1,390.8,2.5588536335721596e-5
1995,605,1,0.001,1,Bluegill,General invertivore,3,390.8,2.5588536335721598e-6
1995,801,1,1.7701,476,Yellow Perch,General invertivore,3,390.8,0.004529426816786079
1996,106,1,1.3900000000000001,451,Alewife,Planktivore,2,306,0.004542483660130719
1996,108,1,0.39,64,Gizzard Shad,Planktivore,2,306,0.0012745098039215687
1996,109,1,0.11,167,Rainbow Smelt,Planktivore,2,306,3.594771241830065e-4
1996,132,1,1.05,442,White Perch,Benthic invertivore,1,306,0.003431372549019608
1996,134,1,0.27,35,Freshwater Drum,Benthic invertivore,1,306,8.823529411764706e-4
1996,203,1,0.02,1,Lake Whitefish,Benthic invertivore,1,306,6.535947712418301e-5
1996,604,1,4e-4,1,Pumpkinseed,General invertivore,3,306,1.3071895424836602e-6
1996,801,1,1.55,268,Yellow Perch,General invertivore,3,306,0.005065359477124183
1997,106,1,0.62,335,Alewife,Planktivore,2,348.3,0.0017800746482917024
1997,108,1,0.71,69,Gizzard Shad,Planktivore,2,348.3,0.00203847258110824
1997,109,1,0.19999999999999998,450,Rainbow Smelt,Planktivore,2,348.3,5.742176284811943e-4
1997,132,1,0.81,300,White Perch,Benthic invertivore,1,348.3,0.002325581395348837
1997,133,1,0.05,5,White Bass,Piscivore,4,348.3,1.435544071202986e-4
1997,134,1,0.02,1,Freshwater Drum,Benthic invertivore,1,348.3,5.7421762848119435e-5
1997,203,1,0.08,8,Lake Whitefish,Benthic invertivore,1,348.3,2.2968705139247774e-4
1997,405,1,0.41000000000000003,20,White Sucker,Benthic invertivore,1,348.3,0.0011771461383864486
1997,801,1,1.86,426,Yellow Perch,General invertivore,3,348.3,0.005340223944875108
1998,106,1,0.8999999999999999,454,Alewife,Planktivore,2,245,0.003673469387755102
1998,108,1,0.5900000000000001,34,Gizzard Shad,Planktivore,2,245,0.0024081632653061226
1998,109,1,0.1,193,Rainbow Smelt,Planktivore,2,245,4.0816326530612246e-4
1998,119,1,0.01,1,Channel Catfish,Omnivore,5,245,4.0816326530612245e-5
1998,132,1,3.52,450,White Perch,Benthic invertivore,1,245,0.01436734693877551
1998,133,1,0.03,1,White Bass,Piscivore,4,245,1.2244897959183673e-4
1998,134,1,0.43,38,Freshwater Drum,Benthic invertivore,1,245,0.0017551020408163266
1998,513,1,0.01,6,Bluntnose Minnow,Omnivore,5,245,4.0816326530612245e-5
1998,607,1,0.01,1,Smallmouth Bass,Piscivore,4,245,4.0816326530612245e-5
1998,706,1,0.01,1,Johnny Darter,Benthic invertivore,1,245,4.0816326530612245e-5
1998,801,1,3.37,302,Yellow Perch,General invertivore,3,245,0.013755102040816328
1999,106,1,0.92,199,Alewife,Planktivore,2,172,0.005348837209302326
1999,108,1,0.06,6,Gizzard Shad,Planktivore,2,172,3.488372093023256e-4
1999,109,1,0.012,4,Rainbow Smelt,Planktivore,2,172,6.976744186046511e-5
1999,132,1,1.8760000000000001,232,White Perch,Benthic invertivore,1,172,0.010906976744186047
1999,203,1,0.01,1,Lake Whitefish,Benthic invertivore,1,172,5.8139534883720933e-5
1999,404,1,0.05,1,Longnose Sucker,Benthic invertivore,1,172,2.9069767441860465e-4
1999,405,1,0.03,1,White Sucker,Benthic invertivore,1,172,1.744186046511628e-4
1999,601,1,0.02,3,Rock Bass,Piscivore,4,172,1.1627906976744187e-4
1999,604,1,0.01,1,Pumpkinseed,General invertivore,3,172,5.8139534883720933e-5
1999,801,1,1.24,103,Yellow Perch,General invertivore,3,172,0.007209302325581395
2000,106,1,0.74,229,Alewife,Planktivore,2,329,0.0022492401215805473
2000,108,1,0.021,12,Gizzard Shad,Planktivore,2,329,6.382978723404256e-5
2000,109,1,0.017,14,Rainbow Smelt,Planktivore,2,329,5.1671732522796354e-5
2000,132,1,1.07,453,White Perch,Benthic invertivore,1,329,0.003252279635258359
2000,134,1,0.065,12,Freshwater Drum,Benthic invertivore,1,329,1.9756838905775077e-4
2000,203,1,0.03,2,Lake Whitefish,Benthic invertivore,1,329,9.11854103343465e-5
2000,403,1,0.04,2,Quillback,Benthic invertivore,1,329,1.2158054711246201e-4
2000,405,1,0.07,2,White Sucker,Benthic invertivore,1,329,2.1276595744680854e-4
2000,706,1,0.001,1,Johnny Darter,Benthic invertivore,1,329,3.03951367781155e-6
2000,801,1,0.529,31,Yellow Perch,General invertivore,3,329,0.00160790273556231
2001,106,1,0.875,324,Alewife,Planktivore,2,249,0.0035140562248995983
2001,108,1,0.45,57,Gizzard Shad,Planktivore,2,249,0.0018072289156626507
2001,109,1,0.131,187,Rainbow Smelt,Planktivore,2,249,5.261044176706828e-4
2001,132,1,2.51,450,White Perch,Benthic invertivore,1,249,0.010080321285140562
2001,203,1,0.01,1,Lake Whitefish,Benthic invertivore,1,249,4.0160642570281125e-5
2001,405,1,0.38,16,White Sucker,Benthic invertivore,1,249,0.0015261044176706827
2001,605,1,0.001,1,Bluegill,General invertivore,3,249,4.016064257028113e-6
2001,801,1,1.62,335,Yellow Perch,General invertivore,3,249,0.006506024096385543
2002,106,1,1.28,429,Alewife,Planktivore,2,361,0.003545706371191136
2002,108,1,0.86,162,Gizzard Shad,Planktivore,2,361,0.0023822714681440444
2002,119,1,0.01,1,Channel Catfish,Omnivore,5,361,2.770083102493075e-5
2002,132,1,1.99,443,White Perch,Benthic invertivore,1,361,0.005512465373961219
2002,134,1,0.73,57,Freshwater Drum,Benthic invertivore,1,361,0.0020221606648199446
2002,405,1,0.18,13,White Sucker,Benthic invertivore,1,361,4.986149584487534e-4
2002,608,1,0.08,4,Largemouth Bass,Piscivore,4,361,2.21606648199446e-4
2002,801,1,0.68,161,Yellow Perch,General invertivore,3,361,0.001883656509695291
2003,106,1,0.53,300,Alewife,Planktivore,2,265,0.002
2003,108,1,0.06999999999999999,11,Gizzard Shad,Planktivore,2,265,2.6415094339622637e-4
2003,109,1,0.08,300,Rainbow Smelt,Planktivore,2,265,3.018867924528302e-4
2003,132,1,0.87,299,White Perch,Benthic invertivore,1,265,0.003283018867924528
2003,133,1,0.35,19,White Bass,Piscivore,4,265,0.001320754716981132
2003,134,1,0.16,10,Freshwater Drum,Benthic invertivore,1,265,6.037735849056604e-4
2003,203,1,0.01,1,Lake Whitefish,Benthic invertivore,1,265,3.7735849056603776e-5
2003,403,1,0.75,19,Quillback,Benthic invertivore,1,265,0.002830188679245283
2003,405,1,3.15,130,White Sucker,Benthic invertivore,1,265,0.011886792452830188
2003,601,1,0.02,2,Rock Bass,Piscivore,4,265,7.547169811320755e-5
2003,607,1,0.01,1,Smallmouth Bass,Piscivore,4,265,3.7735849056603776e-5
2003,801,1,1.56,450,Yellow Perch,General invertivore,3,265,0.005886792452830189
2003,803,1,12.8,314,Walleye,Piscivore,4,265,0.048301886792452835
2004,106,1,0.19,57,Alewife,Planktivore,2,423,4.491725768321513e-4
2004,108,1,0.04,9,Gizzard Shad,Planktivore,2,423,9.456264775413712e-5
2004,109,1,0.2,368,Rainbow Smelt,Planktivore,2,423,4.728132387706856e-4
2004,131,1,0.46,132,Trout-Perch,General invertivore,3,423,0.0010874704491725768
2004,132,1,1.8,450,White Perch,Benthic invertivore,1,423,0.00425531914893617
2004,133,1,0.74,253,White Bass,Piscivore,4,423,0.0017494089834515366
2004,134,1,0.09,69,Freshwater Drum,Benthic invertivore,1,423,2.127659574468085e-4
2004,203,1,0.01,1,Lake Whitefish,Benthic invertivore,1,423,2.364066193853428e-5
2004,405,1,0.16,8,White Sucker,Benthic invertivore,1,423,3.782505910165485e-4
2004,508,1,0.46,150,Spottail Shiner,General invertivore,3,423,0.0010874704491725768
2004,801,1,1.27,450,Yellow Perch,General invertivore,3,423,0.0030023640661938533
2004,803,1,0.32,20,Walleye,Piscivore,4,423,7.56501182033097e-4
2005,106,1,0.001,1,Alewife,Planktivore,2,259,3.861003861003861e-6
