SYear,Species,Age,biomass,numAge,Common_name,Func_group,Func_ID,towtime,BioPerTrawl
1993,203,4,1.45,1,Lake Whitefish,Benthic invertivore,1,419.5,0.0034564958283671036
1993,405,2,9.92,72,White Sucker,Benthic invertivore,1,419.5,0.023647199046483908
1993,405,3,4.51,17,White Sucker,Benthic invertivore,1,419.5,0.010750893921334922
1993,405,4,34.47,59,White Sucker,Benthic invertivore,1,419.5,0.08216924910607866
1993,504,3,0.04,8,Emerald Shiner,General invertivore,3,419.5,9.535160905840286e-5
1993,504,4,0.02,1,Emerald Shiner,General invertivore,3,419.5,4.767580452920143e-5
1993,801,3,10.94,154,Yellow Perch,General invertivore,3,419.5,0.02607866507747318
1993,801,4,16.48,232,Yellow Perch,General invertivore,3,419.5,0.03928486293206198
1993,803,4,2.74,2,Walleye,Piscivore,4,419.5,0.006531585220500596
1994,108,2,0.1,3,Gizzard Shad,Planktivore,2,346,2.8901734104046245e-4
1994,109,4,0.02,1,Rainbow Smelt,Planktivore,2,346,5.7803468208092484e-5
1994,134,3,0.15000000000000002,32,Freshwater Drum,Benthic invertivore,1,346,4.335260115606937e-4
1995,109,3,0.07200000000000001,7,Rainbow Smelt,Planktivore,2,390.8,1.8423746161719552e-4
1995,109,4,0.025,5,Rainbow Smelt,Planktivore,2,390.8,6.397134083930399e-5
1995,133,2,0.515,17,White Bass,Piscivore,4,390.8,0.0013178096212896622
1996,109,2,0.024,15,Rainbow Smelt,Planktivore,2,306,7.843137254901961e-5
1996,109,3,0.01,7,Rainbow Smelt,Planktivore,2,306,3.2679738562091506e-5
1996,132,2,0.28,135,White Perch,Benthic invertivore,1,306,9.150326797385622e-4
1996,504,3,0.04,9,Emerald Shiner,General invertivore,3,306,1.3071895424836603e-4
1996,504,4,0.01,4,Emerald Shiner,General invertivore,3,306,3.2679738562091506e-5
1997,109,3,0.72,112,Rainbow Smelt,Planktivore,2,348.3,0.0020671834625322996
1997,130,3,0.01,7,Ninespine Stickleback,General invertivore,3,348.3,2.8710881424059718e-5
1997,131,3,0.69,198,Trout-Perch,General invertivore,3,348.3,0.0019810508182601205
1997,132,3,0.22,3,White Perch,Benthic invertivore,1,348.3,6.316393913293138e-4
1997,133,2,0.54,37,White Bass,Piscivore,4,348.3,0.0015503875968992248
1997,133,3,0.32,16,White Bass,Piscivore,4,348.3,9.18748205569911e-4
1997,134,3,0.06,6,Freshwater Drum,Benthic invertivore,1,348.3,1.722652885443583e-4
1997,504,3,0.88,227,Emerald Shiner,General invertivore,3,348.3,0.0025265575653172553
1997,508,3,1.55,565,Spottail Shiner,General invertivore,3,348.3,0.004450186620729256
1997,511,3,0.02,8,Mimic Shiner,General invertivore,3,348.3,5.7421762848119435e-5
1998,108,2,0.25,8,Gizzard Shad,Planktivore,2,245,0.0010204081632653062
1998,108,3,0.2,6,Gizzard Shad,Planktivore,2,245,8.163265306122449e-4
1998,109,3,0.1,15,Rainbow Smelt,Planktivore,2,245,4.0816326530612246e-4
1998,133,2,0.1,1,White Bass,Piscivore,4,245,4.0816326530612246e-4
1998,504,2,0.02,4,Emerald Shiner,General invertivore,3,245,8.163265306122449e-5
1998,504,3,0.13,29,Emerald Shiner,General invertivore,3,245,5.306122448979592e-4
1998,504,4,0.02,4,Emerald Shiner,General invertivore,3,245,8.163265306122449e-5
1998,508,3,5.25,1554,Spottail Shiner,General invertivore,3,245,0.02142857142857143
1998,513,3,0.02,3,Bluntnose Minnow,Omnivore,5,245,8.163265306122449e-5
1998,516,3,0.01,1,Unidentified Minnow,Omnivore,5,245,4.0816326530612245e-5
1998,706,3,0.21,65,Johnny Darter,Benthic invertivore,1,245,8.571428571428571e-4
1998,706,4,0.03,5,Johnny Darter,Benthic invertivore,1,245,1.2244897959183673e-4
1998,707,3,0.01,1,Logperch,Benthic invertivore,1,245,4.0816326530612245e-5
1999,109,2,0.02,2,Rainbow Smelt,Planktivore,2,172,1.1627906976744187e-4
1999,109,3,0.06,14,Rainbow Smelt,Planktivore,2,172,3.488372093023256e-4
1999,131,3,0.8200000000000001,162,Trout-Perch,General invertivore,3,172,0.0047674418604651166
1999,504,2,0.01,1,Emerald Shiner,General invertivore,3,172,5.8139534883720933e-5
1999,504,3,0.07,10,Emerald Shiner,General invertivore,3,172,4.0697674418604653e-4
1999,508,3,1.79,435,Spottail Shiner,General invertivore,3,172,0.010406976744186046
1999,513,3,0.01,1,Bluntnose Minnow,Omnivore,5,172,5.8139534883720933e-5
1999,706,3,0.04,8,Johnny Darter,Benthic invertivore,1,172,2.3255813953488373e-4
1999,707,3,0.01,1,Logperch,Benthic invertivore,1,172,5.8139534883720933e-5
1999,906,3,0.02,5,Round Goby,Benthic invertivore,1,172,1.1627906976744187e-4
2000,106,2,0.05,12,Alewife,Planktivore,2,329,1.5197568389057752e-4
2000,106,3,0.46,118,Alewife,Planktivore,2,329,0.0013981762917933131
2000,109,3,2.08,476,Rainbow Smelt,Planktivore,2,329,0.006322188449848025
2000,130,3,0.02,4,Ninespine Stickleback,General invertivore,3,329,6.0790273556231004e-5
2000,131,3,0.26,74,Trout-Perch,General invertivore,3,329,7.902735562310031e-4
2000,132,2,0.01,50,White Perch,Benthic invertivore,1,329,3.0395136778115502e-5
2000,504,3,0.04,7,Emerald Shiner,General invertivore,3,329,1.2158054711246201e-4
2000,504,4,0.03,7,Emerald Shiner,General invertivore,3,329,9.11854103343465e-5
2000,508,3,0.01,1,Spottail Shiner,General invertivore,3,329,3.0395136778115502e-5
2000,511,3,0.05,25,Mimic Shiner,General invertivore,3,329,1.5197568389057752e-4
2000,706,3,0.08,33,Johnny Darter,Benthic invertivore,1,329,2.4316109422492402e-4
2000,902,3,0.02,4,Slimy Sculpin,Benthic invertivore,1,329,6.0790273556231004e-5
2000,906,3,1.31,152,Round Goby,Benthic invertivore,1,329,0.003981762917933131
2000,906,4,0.1,3,Round Goby,Benthic invertivore,1,329,3.0395136778115504e-4
2001,108,2,0.041,2,Gizzard Shad,Planktivore,2,249,1.646586345381526e-4
2001,109,3,0.37,56,Rainbow Smelt,Planktivore,2,249,0.0014859437751004016
2001,504,3,0.021,7,Emerald Shiner,General invertivore,3,249,8.433734939759037e-5
2001,504,4,0.01,1,Emerald Shiner,General invertivore,3,249,4.0160642570281125e-5
2001,508,2,0.01,1,Spottail Shiner,General invertivore,3,249,4.0160642570281125e-5
2001,508,3,0.04,12,Spottail Shiner,General invertivore,3,249,1.606425702811245e-4
2001,706,4,0.02,9,Johnny Darter,Benthic invertivore,1,249,8.032128514056225e-5
2002,109,2,0.27,90,Rainbow Smelt,Planktivore,2,361,7.479224376731302e-4
2002,109,3,2.43,624,Rainbow Smelt,Planktivore,2,361,0.006731301939058172
2002,132,2,0.01,1,White Perch,Benthic invertivore,1,361,2.770083102493075e-5
2002,401,2,0.01,1,Goldfish,Omnivore,5,361,2.770083102493075e-5
2002,405,2,0.01,2,White Sucker,Benthic invertivore,1,361,2.770083102493075e-5
2002,504,2,0.01,1,Emerald Shiner,General invertivore,3,361,2.770083102493075e-5
2002,504,3,0.01,1,Emerald Shiner,General invertivore,3,361,2.770083102493075e-5
2002,504,4,0.02,3,Emerald Shiner,General invertivore,3,361,5.54016620498615e-5
2002,513,3,0.01,3,Bluntnose Minnow,Omnivore,5,361,2.770083102493075e-5
2002,801,2,0.91,31,Yellow Perch,General invertivore,3,361,0.002520775623268698
2002,801,4,0.28,5,Yellow Perch,General invertivore,3,361,7.75623268698061e-4
2002,906,3,0.26,209,Round Goby,Benthic invertivore,1,361,7.202216066481995e-4
2002,906,4,0.02,1,Round Goby,Benthic invertivore,1,361,5.54016620498615e-5
2003,108,2,2.82,259,Gizzard Shad,Planktivore,2,265,0.010641509433962264
2003,109,2,0.04,4,Rainbow Smelt,Planktivore,2,265,1.509433962264151e-4
2003,109,3,0.16,36,Rainbow Smelt,Planktivore,2,265,6.037735849056604e-4
2003,109,4,0.08,4,Rainbow Smelt,Planktivore,2,265,3.018867924528302e-4
2003,131,3,0.12,65,Trout-Perch,General invertivore,3,265,4.528301886792453e-4
2003,133,2,5.87,250,White Bass,Piscivore,4,265,0.022150943396226416
2003,134,2,1.26,81,Freshwater Drum,Benthic invertivore,1,265,0.004754716981132076
2003,508,3,5.66,2221,Spottail Shiner,General invertivore,3,265,0.021358490566037735
2003,607,2,0.19,4,Smallmouth Bass,Piscivore,4,265,7.169811320754718e-4
2003,801,2,0.03,3,Yellow Perch,General invertivore,3,265,1.1320754716981132e-4
2004,109,2,0.03,4,Rainbow Smelt,Planktivore,2,423,7.092198581560284e-5
2004,109,3,2.2800000000000002,280,Rainbow Smelt,Planktivore,2,423,0.005390070921985816
2004,131,3,0.01,2,Trout-Perch,General invertivore,3,423,2.364066193853428e-5
2004,504,3,0.05,38,Emerald Shiner,General invertivore,3,423,1.182033096926714e-4
2004,504,4,0.04,4,Emerald Shiner,General invertivore,3,423,9.456264775413712e-5
2004,508,3,5.02,870,Spottail Shiner,General invertivore,3,423,0.011867612293144206
2004,508,4,0.39,38,Spottail Shiner,General invertivore,3,423,9.21985815602837e-4
2004,511,2,0.01,1,Mimic Shiner,General invertivore,3,423,2.364066193853428e-5
2004,511,3,0.02,2,Mimic Shiner,General invertivore,3,423,4.728132387706856e-5
2004,511,4,0.01,1,Mimic Shiner,General invertivore,3,423,2.364066193853428e-5
2004,707,3,0.01,1,Logperch,Benthic invertivore,1,423,2.364066193853428e-5
2004,707,4,0.02,2,Logperch,Benthic invertivore,1,423,4.728132387706856e-5
2004,801,2,11.61,457,Yellow Perch,General invertivore,3,423,0.027446808510638295
2005,108,3,0.01,1,Gizzard Shad,Planktivore,2,259,3.861003861003861e-5
2005,109,3,0.12000000000000001,10,Rainbow Smelt,Planktivore,2,259,4.6332046332046335e-4
2005,131,2,0.04,8,Trout-Perch,General invertivore,3,259,1.5444015444015445e-4
2005,131,3,0.01,4,Trout-Perch,General invertivore,3,259,3.861003861003861e-5
2005,504,2,0.01,1,Emerald Shiner,General invertivore,3,259,3.861003861003861e-5
2005,504,3,0.19,42,Emerald Shiner,General invertivore,3,259,7.335907335907336e-4
2005,508,3,1.05,164,Spottail Shiner,General invertivore,3,259,0.004054054054054054
2006,133,2,0.02,1,White Bass,Piscivore,4,237,8.438818565400843e-5
2006,134,2,0.02,1,Freshwater Drum,Benthic invertivore,1,237,8.438818565400843e-5
2006,504,3,0.01,1,Emerald Shiner,General invertivore,3,237,4.219409282700422e-5
2006,508,3,0.25,47,Spottail Shiner,General invertivore,3,237,0.0010548523206751054
2006,707,3,0.01,1,Logperch,Benthic invertivore,1,237,4.219409282700422e-5
2007,108,2,0.22,11,Gizzard Shad,Planktivore,2,266,8.270676691729324e-4
2007,109,3,0.23,31,Rainbow Smelt,Planktivore,2,266,8.646616541353384e-4
2007,131,3,10.71,2940,Trout-Perch,General invertivore,3,266,0.04026315789473685
2007,133,2,0.06,4,White Bass,Piscivore,4,266,2.255639097744361e-4
2007,134,2,0.22,5,Freshwater Drum,Benthic invertivore,1,266,8.270676691729324e-4
2007,405,2,0.1,5,White Sucker,Benthic invertivore,1,266,0.00037593984962406017
2007,504,2,0.08,29,Emerald Shiner,General invertivore,3,266,3.007518796992481e-4
2007,504,3,0.15,38,Emerald Shiner,General invertivore,3,266,5.639097744360902e-4
2007,508,3,13.89,3782,Spottail Shiner,General invertivore,3,266,0.052218045112781955
2008,405,2,0.05,2,White Sucker,Benthic invertivore,1,314,1.5923566878980894e-4
2008,504,3,0.62,122,Emerald Shiner,General invertivore,3,314,0.0019745222929936305
2008,504,4,0.23,50,Emerald Shiner,General invertivore,3,314,7.32484076433121e-4
2008,508,3,0.2,24,Spottail Shiner,General invertivore,3,314,6.369426751592357e-4
2008,508,4,0.01,5,Spottail Shiner,General invertivore,3,314,3.184713375796179e-5
2008,707,3,0.01,2,Logperch,Benthic invertivore,1,314,3.184713375796179e-5
2009,109,3,0.39,52,Rainbow Smelt,Planktivore,2,211,0.0018483412322274882
2009,131,3,0.01,2,Trout-Perch,General invertivore,3,211,4.739336492890995e-5
2009,504,3,0.02,2,Emerald Shiner,General invertivore,3,211,9.47867298578199e-5
2009,508,3,8.229999999999999,892,Spottail Shiner,General invertivore,3,211,0.039004739336492886
2009,508,4,0.01,1,Spottail Shiner,General invertivore,3,211,4.739336492890995e-5
2009,707,3,0.03,4,Logperch,Benthic invertivore,1,211,1.4218009478672984e-4
2009,801,3,2.68,67,Yellow Perch,General invertivore,3,211,0.012701421800947868
2010,109,3,0.16999999999999998,12,Rainbow Smelt,Planktivore,2,200,8.5e-4
2010,131,3,0.36,81,Trout-Perch,General invertivore,3,200,0.0018
2010,504,3,0.01,4,Emerald Shiner,General invertivore,3,200,5e-5
2010,508,3,0.31,84,Spottail Shiner,General invertivore,3,200,0.00155
2010,707,3,0.01,1,Logperch,Benthic invertivore,1,200,5e-5
2011,109,2,0.06,23,Rainbow Smelt,Planktivore,2,245,2.4489795918367346e-4
2011,508,3,0.02,11,Spottail Shiner,General invertivore,3,245,8.163265306122449e-5
2012,108,3,0.07,2,Gizzard Shad,Planktivore,2,230,3.0434782608695655e-4
2012,134,3,2.98,134,Freshwater Drum,Benthic invertivore,1,230,0.012956521739130434
2013,504,2,0.04,5,Emerald Shiner,General invertivore,3,225,1.7777777777777779e-4
2013,504,3,0.03,2,Emerald Shiner,General invertivore,3,225,1.3333333333333334e-4
2013,504,4,0.01,3,Emerald Shiner,General invertivore,3,225,4.4444444444444447e-5
2013,511,3,0.04,33,Mimic Shiner,General invertivore,3,225,1.7777777777777779e-4
2014,109,3,0.08,10,Rainbow Smelt,Planktivore,2,225,3.5555555555555557e-4
2014,504,3,0.01,6,Emerald Shiner,General invertivore,3,225,4.4444444444444447e-5
2014,508,3,0.14,17,Spottail Shiner,General invertivore,3,225,6.222222222222223e-4
2014,707,3,0.01,4,Logperch,Benthic invertivore,1,225,4.4444444444444447e-5
2016,109,3,0.75,78,Rainbow Smelt,Planktivore,2,225,0.0033333333333333335
2016,134,2,0.04,2,Freshwater Drum,Benthic invertivore,1,225,1.7777777777777779e-4
2016,508,3,0.09,25,Spottail Shiner,General invertivore,3,225,3.9999999999999996e-4
2016,511,3,0.002,5,Mimic Shiner,General invertivore,3,225,8.888888888888888e-6
2016,707,3,0.02,1,Logperch,Benthic invertivore,1,225,8.888888888888889e-5
2016,801,3,14.55,292,Yellow Perch,General invertivore,3,225,0.06466666666666666
2017,108,3,0.04,3,Gizzard Shad,Planktivore,2,249,1.606425702811245e-4
2018,109,3,3.06,572,Rainbow Smelt,Planktivore,2,230,0.013304347826086957
2018,131,3,1.03,39,Trout-Perch,General invertivore,3,230,0.004478260869565217
2018,134,2,0.54,14,Freshwater Drum,Benthic invertivore,1,230,0.0023478260869565218
2018,504,3,0.03,6,Emerald Shiner,General invertivore,3,230,1.3043478260869564e-4
2018,504,4,0.001,1,Emerald Shiner,General invertivore,3,230,4.347826086956522e-6
2018,508,3,0.89,182,Spottail Shiner,General invertivore,3,230,0.0038695652173913043
2018,510,3,0.001,2,Sand Shiner,Omnivore,5,230,4.347826086956522e-6
2018,707,3,0.131,35,Logperch,Benthic invertivore,1,230,5.695652173913044e-4
2018,707,4,0.02,8,Logperch,Benthic invertivore,1,230,8.695652173913044e-5
2018,906,3,0.03,5,Round Goby,Benthic invertivore,1,230,1.3043478260869564e-4
2019,109,3,0.21000000000000002,60,Rainbow Smelt,Planktivore,2,225,9.333333333333334e-4
2019,130,2,0.01,2,Ninespine Stickleback,General invertivore,3,225,4.4444444444444447e-5
2019,130,3,0.01,1,Ninespine Stickleback,General invertivore,3,225,4.4444444444444447e-5
2019,134,2,0.08,11,Freshwater Drum,Benthic invertivore,1,225,3.5555555555555557e-4
2019,508,2,0.06999999999999999,22,Spottail Shiner,General invertivore,3,225,3.1111111111111107e-4
2019,508,3,0.09,25,Spottail Shiner,General invertivore,3,225,3.9999999999999996e-4
2019,510,3,0.01,7,Sand Shiner,Omnivore,5,225,4.4444444444444447e-5
2019,511,3,0.27,146,Mimic Shiner,General invertivore,3,225,0.0012000000000000001
2019,707,3,0.14,37,Logperch,Benthic invertivore,1,225,6.222222222222223e-4
2020,109,3,0.28,36,Rainbow Smelt,Planktivore,2,75,0.0037333333333333337
2020,508,3,0.03,4,Spottail Shiner,General invertivore,3,75,3.9999999999999996e-4
2020,707,3,0.01,1,Logperch,Benthic invertivore,1,75,1.3333333333333334e-4
2021,109,2,0.01,1,Rainbow Smelt,Planktivore,2,225,4.4444444444444447e-5
2021,109,3,0.07,5,Rainbow Smelt,Planktivore,2,225,3.111111111111111e-4
2021,504,3,0.001,1,Emerald Shiner,General invertivore,3,225,4.444444444444444e-6
2021,504,4,0.05,3,Emerald Shiner,General invertivore,3,225,2.2222222222222223e-4
2021,508,3,1.02,196,Spottail Shiner,General invertivore,3,225,0.004533333333333334
2021,510,4,0.01,6,Sand Shiner,Omnivore,5,225,4.4444444444444447e-5
1996,109,4,9.199726059160621e-4,1,Rainbow Smelt,Planktivore,2,306,3.0064464245622948e-6
1996,504,2,0.016585365853658537,4,Emerald Shiner,General invertivore,3,306,5.4200542005420054e-5
1996,504,3,0.009124489795918367,2,Emerald Shiner,General invertivore,3,306,2.981859410430839e-5
1996,504,4,0.004686348251222264,1,Emerald Shiner,General invertivore,3,306,1.531486356608583e-5
1996,706,3,0.017279999999999997,6,Johnny Darter,Benthic invertivore,1,306,5.6470588235294106e-5
1999,706,3,0.0028799999999999997,1,Johnny Darter,Benthic invertivore,1,172,1.6744186046511626e-5
2000,109,3,0.01727582534611289,3,Rainbow Smelt,Planktivore,2,329,5.2510107434993583e-5
2000,130,3,0.0033333333333333335,1,Ninespine Stickleback,General invertivore,3,329,1.0131712259371835e-5
2000,504,3,0.009124489795918367,2,Emerald Shiner,General invertivore,3,329,2.7734011537745798e-5
2000,706,3,0.040319999999999995,14,Johnny Darter,Benthic invertivore,1,329,1.2255319148936168e-4
2001,511,3,0.003671232876712329,2,Mimic Shiner,General invertivore,3,249,1.474390713539088e-5
2002,109,2,0.001046874716912764,1,Rainbow Smelt,Planktivore,2,361,2.8999299637472685e-6
2002,131,4,0.0035868806699232377,1,Trout-Perch,General invertivore,3,361,9.9359575344134e-6
2002,504,4,0.009372696502444528,2,Emerald Shiner,General invertivore,3,361,2.596314820621753e-5
2003,108,2,0.048887323943661964,4,Gizzard Shad,Planktivore,2,265,1.8448046771193195e-4
2004,109,2,0.001046874716912764,1,Rainbow Smelt,Planktivore,2,423,2.4748811274533427e-6
2004,109,4,0.0018399452118321243,2,Rainbow Smelt,Planktivore,2,423,4.349752273834809e-6
2004,508,3,0.008910850197651778,2,Spottail Shiner,General invertivore,3,423,2.1065839710760705e-5
2004,511,4,0.01,1,Mimic Shiner,General invertivore,3,423,2.364066193853428e-5
2005,511,3,0.0018356164383561645,1,Mimic Shiner,General invertivore,3,259,7.087322155815307e-6
2006,131,3,0.005254845161735292,1,Trout-Perch,General invertivore,3,237,2.2172342454579292e-5
2006,504,3,0.03193571428571428,7,Emerald Shiner,General invertivore,3,237,1.3474984930681133e-4
2008,504,3,0.009124489795918367,2,Emerald Shiner,General invertivore,3,314,2.9058884700376965e-5
2008,510,3,0.0036410256410256405,2,Sand Shiner,Omnivore,5,314,1.1595623060591212e-5
2008,511,2,0.02,2,Mimic Shiner,General invertivore,3,314,6.369426751592357e-5
2010,109,3,0.005758608448704296,1,Rainbow Smelt,Planktivore,2,200,2.879304224352148e-5
2011,707,3,0.0045056179775280905,1,Logperch,Benthic invertivore,1,245,1.839027745929833e-5
2014,109,3,0.005758608448704296,1,Rainbow Smelt,Planktivore,2,225,2.559381532757465e-5
2014,508,3,0.013366275296477667,3,Spottail Shiner,General invertivore,3,225,5.940566798434519e-5
2014,707,3,0.027033707865168545,6,Logperch,Benthic invertivore,1,225,1.2014981273408242e-4
1970,106,5,0.848,971,Alewife,Planktivore,2,230,0.0036869565217391305
1970,109,5,1.356,6880,Rainbow Smelt,Planktivore,2,230,0.005895652173913044
1970,131,5,0.0771,107,Trout-Perch,General invertivore,3,230,3.352173913043478e-4
1970,504,5,0.0136,19,Emerald Shiner,General invertivore,3,230,5.913043478260869e-5
1970,508,5,1.8728,1454,Spottail Shiner,General invertivore,3,230,0.008142608695652174
1971,106,5,10.69571,2833,Alewife,Planktivore,2,210,0.05093195238095238
1971,109,5,10.269334,10230,Rainbow Smelt,Planktivore,2,210,0.04890159047619048
1971,131,5,5.338785,1065,Trout-Perch,General invertivore,3,210,0.025422785714285714
1971,504,5,0.408234,85,Emerald Shiner,General invertivore,3,210,0.0019439714285714284
1971,508,5,4.926016,1562,Spottail Shiner,General invertivore,3,210,0.023457219047619045
1972,106,5,1.437888,363,Alewife,Planktivore,2,404,0.003559128712871287
1972,109,5,4.730969,6984,Rainbow Smelt,Planktivore,2,404,0.011710319306930693
1972,131,5,12.940995,3444,Trout-Perch,General invertivore,3,404,0.03203216584158416
1972,502,5,0.204117,7,Golden Shiner,Omnivore,5,404,5.05240099009901e-4
1972,504,5,1.233771,6,Emerald Shiner,General invertivore,3,404,0.003053888613861386
1972,508,5,11.938552,3344,Spottail Shiner,General invertivore,3,404,0.029550871287128713
1973,131,5,0.204117,33,Trout-Perch,General invertivore,3,170,0.0012006882352941176
1973,508,5,0.204117,47,Spottail Shiner,General invertivore,3,170,0.0012006882352941176
1974,109,5,1.6420059999999999,797,Rainbow Smelt,Planktivore,2,280,0.005864307142857142
1974,131,5,9.443798,2644,Trout-Perch,General invertivore,3,280,0.03372785
1974,508,5,13.172323,4335,Spottail Shiner,General invertivore,3,280,0.04704401071428572
1975,106,5,1.642005,558,Alewife,Planktivore,2,200,0.008210025
1975,109,5,0.408234,567,Rainbow Smelt,Planktivore,2,200,0.00204117
1975,131,5,3.284011,789,Trout-Perch,General invertivore,3,200,0.016420055
1975,508,5,24.063077,7182,Spottail Shiner,General invertivore,3,200,0.120315385
1976,106,5,0.204117,79,Alewife,Planktivore,2,220,9.278045454545454e-4
1976,131,5,0.612351,45,Trout-Perch,General invertivore,3,220,0.0027834136363636365
1976,508,5,2.054774,635,Spottail Shiner,General invertivore,3,220,0.009339881818181819
1977,106,5,0.204117,89,Alewife,Planktivore,2,310,6.58441935483871e-4
1977,109,5,6.164324,2447,Rainbow Smelt,Planktivore,2,310,0.019884916129032256
1977,131,5,4.100478,726,Trout-Perch,General invertivore,3,310,0.013227348387096773
1977,504,5,1.233771,318,Emerald Shiner,General invertivore,3,310,0.003979906451612903
1977,508,5,24.475846999999998,7142,Spottail Shiner,General invertivore,3,310,0.07895434516129031
1978,106,5,1.850658,868,Alewife,Planktivore,2,130,0.014235830769230769
1978,108,5,6.781206,1801,Gizzard Shad,Planktivore,2,130,0.05216312307692308
1978,109,5,3.488129,6426,Rainbow Smelt,Planktivore,2,130,0.02683176153846154
1978,131,5,0.816468,241,Trout-Perch,General invertivore,3,130,0.006280523076923077
1978,508,5,15.422141,7314,Spottail Shiner,General invertivore,3,130,0.11863185384615385
1979,106,5,61.9,12319,Alewife,Planktivore,2,620,0.09983870967741935
1979,108,5,3.6,491,Gizzard Shad,Planktivore,2,620,0.005806451612903226
1979,109,5,108.8,41281,Rainbow Smelt,Planktivore,2,620,0.17548387096774193
1979,131,5,28.1,5154,Trout-Perch,General invertivore,3,620,0.045322580645161294
1979,508,5,186,26099,Spottail Shiner,General invertivore,3,620,0.3
1979,801,5,10,216,Yellow Perch,General invertivore,3,620,0.016129032258064516
1980,106,5,9.7,1414,Alewife,Planktivore,2,405,0.023950617283950617
1980,108,5,4.7,794,Gizzard Shad,Planktivore,2,405,0.011604938271604939
1980,109,5,10.7,13165,Rainbow Smelt,Planktivore,2,405,0.02641975308641975
1980,131,5,46.8,28843,Trout-Perch,General invertivore,3,405,0.11555555555555555
1980,504,5,0.30000000000000004,3,Emerald Shiner,General invertivore,3,405,7.407407407407408e-4
1980,508,5,34.4,7510,Spottail Shiner,General invertivore,3,405,0.08493827160493826
1980,601,5,0.2,73,Rock Bass,Piscivore,4,405,4.938271604938272e-4
1980,706,5,3.5,8050,Johnny Darter,Benthic invertivore,1,405,0.008641975308641974
1980,707,5,0.30000000000000004,57,Logperch,Benthic invertivore,1,405,7.407407407407408e-4
1981,108,5,0.5,51,Gizzard Shad,Planktivore,2,126,0.003968253968253968
1981,109,5,1.3,388,Rainbow Smelt,Planktivore,2,126,0.010317460317460317
1981,131,5,0.8,234,Trout-Perch,General invertivore,3,126,0.006349206349206349
1981,508,5,13.9,3509,Spottail Shiner,General invertivore,3,126,0.11031746031746031
1981,706,5,0.30000000000000004,10,Johnny Darter,Benthic invertivore,1,126,0.002380952380952381
1982,108,5,3.4,520,Gizzard Shad,Planktivore,2,280,0.012142857142857143
1982,131,5,6.9,1075,Trout-Perch,General invertivore,3,280,0.024642857142857143
1982,133,5,0.7000000000000001,25,White Bass,Piscivore,4,280,0.0025
1982,508,5,3.6,518,Spottail Shiner,General invertivore,3,280,0.012857142857142857
1982,707,5,0.4,53,Logperch,Benthic invertivore,1,280,0.0014285714285714286
1983,106,5,4.2,1893,Alewife,Planktivore,2,337,0.012462908011869436
1983,108,5,5.4,644,Gizzard Shad,Planktivore,2,337,0.016023738872403562
1983,109,5,2.5,118,Rainbow Smelt,Planktivore,2,337,0.00741839762611276
1983,131,5,22.1,4987,Trout-Perch,General invertivore,3,337,0.0655786350148368
1983,133,5,0.5,9,White Bass,Piscivore,4,337,0.001483679525222552
1983,504,5,3,1172,Emerald Shiner,General invertivore,3,337,0.008902077151335312
1983,508,5,63.3,21458,Spottail Shiner,General invertivore,3,337,0.18783382789317507
1983,706,5,0.4,81,Johnny Darter,Benthic invertivore,1,337,0.0011869436201780417
1984,106,5,1,207,Alewife,Planktivore,2,228,0.0043859649122807015
1984,108,5,1,161,Gizzard Shad,Planktivore,2,228,0.0043859649122807015
1984,131,5,13.4,2421,Trout-Perch,General invertivore,3,228,0.058771929824561406
1984,133,5,1.7,44,White Bass,Piscivore,4,228,0.007456140350877193
1984,504,5,0.1,10,Emerald Shiner,General invertivore,3,228,4.385964912280702e-4
1984,508,5,3.1,472,Spottail Shiner,General invertivore,3,228,0.013596491228070176
1984,706,5,0.1,32,Johnny Darter,Benthic invertivore,1,228,4.385964912280702e-4
1985,131,5,16.9,4845,Trout-Perch,General invertivore,3,138,0.12246376811594202
1985,133,5,0.4,5,White Bass,Piscivore,4,138,0.002898550724637681
1985,504,5,0.8,154,Emerald Shiner,General invertivore,3,138,0.005797101449275362
1985,508,5,5.3,9002,Spottail Shiner,General invertivore,3,138,0.03840579710144927
1986,106,5,1.8,566,Alewife,Planktivore,2,475,0.0037894736842105266
1986,108,5,0.38,40,Gizzard Shad,Planktivore,2,475,8e-4
1986,109,5,0.45,689,Rainbow Smelt,Planktivore,2,475,9.473684210526316e-4
1986,119,5,0.24,26,Channel Catfish,Omnivore,5,475,5.052631578947368e-4
1986,131,5,32.04,7980,Trout-Perch,General invertivore,3,475,0.06745263157894736
1986,132,5,0.66,96,White Perch,Benthic invertivore,1,475,0.0013894736842105264
1986,133,5,1.71,143,White Bass,Piscivore,4,475,0.0036
1986,134,5,1.3800000000000001,275,Freshwater Drum,Benthic invertivore,1,475,0.002905263157894737
1986,504,5,16.8,3733,Emerald Shiner,General invertivore,3,475,0.035368421052631584
1986,508,5,68.71,13685,Spottail Shiner,General invertivore,3,475,0.14465263157894737
1986,601,5,0.05,1,Rock Bass,Piscivore,4,475,1.0526315789473685e-4
1986,706,5,0.06,36,Johnny Darter,Benthic invertivore,1,475,1.263157894736842e-4
1987,106,5,0.95,184,Alewife,Planktivore,2,744.8,0.0012755102040816328
1987,108,5,4.5200000000000005,218,Gizzard Shad,Planktivore,2,744.8,0.006068743286788401
